"leadtime","year","number","longitude","latitude","mx2t24","anomalies","scaled","celcius"
2,2001,26,5,51,NA,NA,NA,NA
2,2001,27,5,51,NA,NA,NA,NA
2,2001,28,5,51,NA,NA,NA,NA
2,2001,29,5,51,NA,NA,NA,NA
2,2001,30,5,51,NA,NA,NA,NA
2,2001,31,5,51,NA,NA,NA,NA
2,2001,32,5,51,NA,NA,NA,NA
2,2001,33,5,51,NA,NA,NA,NA
2,2001,34,5,51,NA,NA,NA,NA
2,2001,35,5,51,NA,NA,NA,NA
2,2001,36,5,51,NA,NA,NA,NA
2,2001,37,5,51,NA,NA,NA,NA
2,2001,38,5,51,NA,NA,NA,NA
2,2001,39,5,51,NA,NA,NA,NA
2,2001,40,5,51,NA,NA,NA,NA
2,2001,41,5,51,NA,NA,NA,NA
2,2001,42,5,51,NA,NA,NA,NA
2,2001,43,5,51,NA,NA,NA,NA
2,2001,44,5,51,NA,NA,NA,NA
2,2001,45,5,51,NA,NA,NA,NA
2,2001,46,5,51,NA,NA,NA,NA
2,2001,47,5,51,NA,NA,NA,NA
2,2001,48,5,51,NA,NA,NA,NA
2,2001,49,5,51,NA,NA,NA,NA
2,2001,50,5,51,NA,NA,NA,NA
2,2002,0,5,51,297.5886,0.380591836800018,307.332329608665,34.182329608665
2,2002,1,5,51,295.9984,-0.155803768202584,305.091114732957,31.9411147329569
2,2002,2,5,51,295.47067,-0.333814114465971,304.347336386612,31.1973363866122
2,2002,3,5,51,296.9266,0.157290434138897,306.39931222235,33.2493122223497
2,2002,4,5,51,295.8463,-0.207109120687119,304.876746236796,31.7267462367959
2,2002,5,5,51,296.38333,-0.0259617607609716,305.633631927087,32.4836319270875
2,2002,6,5,51,296.9297,0.158336105359824,306.403681336999,33.2536813369986
2,2002,7,5,51,298.72787,0.764882756754318,308.938007429976,35.7880074299756
2,2002,8,5,51,296.2941,-0.0560602262586295,305.50787189479,32.35787189479
2,2002,9,5,51,297.8897,0.482156870548161,307.756697486338,34.6066974863381
2,2002,10,5,51,296.6014,0.047596149931347,305.940978001761,32.7909780017609
2,2002,11,5,51,294.85913,-0.540094688156885,303.485436911646,30.3354369116464
2,2002,12,5,51,295.3923,-0.360249357557443,304.236882349504,31.0868823495041
2,2002,13,5,51,299.9207,1.16724017689975,310.619172277285,37.4691722772847
2,2002,14,5,51,300.21326,1.26592455509089,311.031503948796,37.8815039487959
2,2002,15,5,51,297.56918,0.374041212570906,307.304959219477,34.1549592194774
2,2002,16,5,51,297.5327,0.361736023493736,307.253544605802,34.1035446058024
2,2002,17,5,51,297.2223,0.257033976082852,306.816069384183,33.6660693841827
2,2002,18,5,51,298.3662,0.642886656602579,308.42827268963,35.2782726896301
2,2002,19,5,51,295.68176,-0.262610650587209,304.644844906366,31.4948449063664
2,2002,20,5,51,298.45312,0.672205928384014,308.550777026818,35.4007770268182
2,2002,21,5,51,296.4788,0.00624153971040744,305.768186564356,32.6181865643556
2,2002,22,5,51,296.8839,0.142887156353949,306.33913119154,33.1891311915404
2,2002,23,5,51,296.27237,-0.0633900442039834,305.477245810493,32.327245810493
2,2002,24,5,51,297.3907,0.313837535309628,307.053410967046,33.9034109670459
2,2002,25,5,51,NA,NA,NA,NA
2,2002,26,5,51,NA,NA,NA,NA
2,2002,27,5,51,NA,NA,NA,NA
2,2002,28,5,51,NA,NA,NA,NA
2,2002,29,5,51,NA,NA,NA,NA
2,2002,30,5,51,NA,NA,NA,NA
2,2002,31,5,51,NA,NA,NA,NA
2,2002,32,5,51,NA,NA,NA,NA
2,2002,33,5,51,NA,NA,NA,NA
2,2002,34,5,51,NA,NA,NA,NA
2,2002,35,5,51,NA,NA,NA,NA
2,2002,36,5,51,NA,NA,NA,NA
2,2002,37,5,51,NA,NA,NA,NA
2,2002,38,5,51,NA,NA,NA,NA
2,2002,39,5,51,NA,NA,NA,NA
2,2002,40,5,51,NA,NA,NA,NA
2,2002,41,5,51,NA,NA,NA,NA
2,2002,42,5,51,NA,NA,NA,NA
2,2002,43,5,51,NA,NA,NA,NA
2,2002,44,5,51,NA,NA,NA,NA
2,2002,45,5,51,NA,NA,NA,NA
2,2002,46,5,51,NA,NA,NA,NA
2,2002,47,5,51,NA,NA,NA,NA
2,2002,48,5,51,NA,NA,NA,NA
2,2002,49,5,51,NA,NA,NA,NA
2,2002,50,5,51,NA,NA,NA,NA
2,2003,0,5,51,298.2069,0.589152648379147,308.203756572349,35.0537565723491
2,2003,1,5,51,298.22455,0.595106228072455,308.228632338011,35.0786323380114
2,2003,2,5,51,300.27832,1.28787015819835,311.12319898075,37.9731989807501
2,2003,3,5,51,296.93503,0.160133985233199,306.411193395411,33.261193395411
2,2003,4,5,51,295.7169,-0.250757461328123,304.694370935,31.5443709349996
2,2003,5,5,51,294.97348,-0.501522912636793,303.646600866518,30.4966008665183
2,2003,6,5,51,297.69687,0.417112747473918,307.484924461258,34.3349244612577
2,2003,7,5,51,295.43057,-0.347340377678524,304.290819774541,31.1408197745408
2,2003,8,5,51,296.595,0.0454373448300964,305.931957894099,32.7819578940986
2,2003,9,5,51,297.57657,0.376533957836258,307.315374625044,34.1653746250436
2,2003,10,5,51,294.81628,-0.554548562936381,303.425044472064,30.2750444720639
2,2003,11,5,51,294.18918,-0.76607773152972,302.541214860344,29.3912148603443
2,2003,12,5,51,297.2887,0.279431579008375,306.909653001179,33.7596530011787
2,2003,13,5,51,294.7305,-0.583483297559148,303.304146841553,30.1541468415531
2,2003,14,5,51,296.8901,0.144978498795802,306.347869420838,33.1978694208383
2,2003,15,5,51,293.73526,-0.919190983336288,301.901463724398,28.7514637243982
2,2003,16,5,51,294.96384,-0.504774612820556,303.633014329352,30.483014329352
2,2003,17,5,51,296.44745,-0.00433323215276595,305.724002130729,32.5740021307287
2,2003,18,5,51,297.5413,0.364636917848549,307.265665375474,34.1156653754736
2,2003,19,5,51,295.0296,-0.482592890405151,303.725695935582,30.5756959355818
2,2003,20,5,51,296.12906,-0.11173041280727,305.275265868449,32.1252658684493
2,2003,21,5,51,294.4402,-0.681405347698915,302.89500039556,29.7450003955602
2,2003,22,5,51,295.1908,-0.428217986917272,303.952889897325,30.802889897325
2,2003,23,5,51,298.69208,0.752810313852134,308.887565296658,35.7375652966579
2,2003,24,5,51,297.62308,0.392222399283043,307.380925438695,34.2309254386955
2,2003,25,5,51,NA,NA,NA,NA
2,2003,26,5,51,NA,NA,NA,NA
2,2003,27,5,51,NA,NA,NA,NA
2,2003,28,5,51,NA,NA,NA,NA
2,2003,29,5,51,NA,NA,NA,NA
2,2003,30,5,51,NA,NA,NA,NA
2,2003,31,5,51,NA,NA,NA,NA
2,2003,32,5,51,NA,NA,NA,NA
2,2003,33,5,51,NA,NA,NA,NA
2,2003,34,5,51,NA,NA,NA,NA
2,2003,35,5,51,NA,NA,NA,NA
2,2003,36,5,51,NA,NA,NA,NA
2,2003,37,5,51,NA,NA,NA,NA
2,2003,38,5,51,NA,NA,NA,NA
2,2003,39,5,51,NA,NA,NA,NA
2,2003,40,5,51,NA,NA,NA,NA
2,2003,41,5,51,NA,NA,NA,NA
2,2003,42,5,51,NA,NA,NA,NA
2,2003,43,5,51,NA,NA,NA,NA
2,2003,44,5,51,NA,NA,NA,NA
2,2003,45,5,51,NA,NA,NA,NA
2,2003,46,5,51,NA,NA,NA,NA
2,2003,47,5,51,NA,NA,NA,NA
2,2003,48,5,51,NA,NA,NA,NA
2,2003,49,5,51,NA,NA,NA,NA
2,2003,50,5,51,NA,NA,NA,NA
2,2004,0,5,51,297.4939,0.34864826756738,307.1988602031,34.0488602031
2,2004,1,5,51,299.59012,1.05573114715396,310.153255528692,37.0032555286923
2,2004,2,5,51,294.45538,-0.676284931849379,302.916394963422,29.7663949634216
2,2004,3,5,51,295.12955,-0.448878426362892,303.866564648213,30.7165646482135
2,2004,4,5,51,296.78992,0.111186452695202,306.206676548087,33.0566765480874
2,2004,5,5,51,296.59003,0.0437608977436478,305.924953216742,32.7749532167421
2,2004,6,5,51,298.9512,0.840214935389219,309.252766905634,36.1027669056339
2,2004,7,5,51,297.7808,0.445423452497106,307.603214716897,34.4532147168974
2,2004,8,5,51,298.70428,0.756925536076405,308.904759876889,35.7547598768891
2,2004,9,5,51,296.03577,-0.143198370291031,305.143783705354,31.9937837053536
2,2004,10,5,51,292.30975,-1.40003446144423,299.892361587893,26.742361587893
2,2004,11,5,51,295.0974,-0.459723048863732,303.821252701129,30.6712527011288
2,2004,12,5,51,294.4499,-0.678133408717321,302.908671496236,29.7586714962358
2,2004,13,5,51,297.85764,0.471342606244058,307.711512384517,34.5615123845175
2,2004,14,5,51,293.343,-1.05150549724542,301.348615688211,28.1986156882108
2,2004,15,5,51,294.94925,-0.509696013824824,303.612451302666,30.4624513026657
2,2004,16,5,51,294.47418,-0.669943441864441,302.942891529679,29.7928915296795
2,2004,17,5,51,296.60254,0.047980687089996,305.942584708438,32.7925847084381
2,2004,18,5,51,297.63812,0.397295591270994,307.402122691702,34.2521226917018
2,2004,19,5,51,295.87976,-0.19582261776712,304.923904487168,31.7739044871677
2,2004,20,5,51,297.31436,0.288087038211227,306.945817995337,33.7958179953371
2,2004,21,5,51,296.5712,0.0374092883597848,305.89841436873,32.7484143687295
2,2004,22,5,51,295.7065,-0.254265519617665,304.679713260048,31.5297132600484
2,2004,23,5,51,295.27222,-0.400753938269742,304.067642579491,30.9176425794909
2,2004,24,5,51,298.95825,0.842592994133588,309.262703117981,36.1127031179806
2,2004,25,5,51,NA,NA,NA,NA
2,2004,26,5,51,NA,NA,NA,NA
2,2004,27,5,51,NA,NA,NA,NA
2,2004,28,5,51,NA,NA,NA,NA
2,2004,29,5,51,NA,NA,NA,NA
2,2004,30,5,51,NA,NA,NA,NA
2,2004,31,5,51,NA,NA,NA,NA
2,2004,32,5,51,NA,NA,NA,NA
2,2004,33,5,51,NA,NA,NA,NA
2,2004,34,5,51,NA,NA,NA,NA
2,2004,35,5,51,NA,NA,NA,NA
2,2004,36,5,51,NA,NA,NA,NA
2,2004,37,5,51,NA,NA,NA,NA
2,2004,38,5,51,NA,NA,NA,NA
2,2004,39,5,51,NA,NA,NA,NA
2,2004,40,5,51,NA,NA,NA,NA
2,2004,41,5,51,NA,NA,NA,NA
2,2004,42,5,51,NA,NA,NA,NA
2,2004,43,5,51,NA,NA,NA,NA
2,2004,44,5,51,NA,NA,NA,NA
2,2004,45,5,51,NA,NA,NA,NA
2,2004,46,5,51,NA,NA,NA,NA
2,2004,47,5,51,NA,NA,NA,NA
2,2004,48,5,51,NA,NA,NA,NA
2,2004,49,5,51,NA,NA,NA,NA
2,2004,50,5,51,NA,NA,NA,NA
2,2005,0,5,51,296.59958,0.0469822397306743,305.938412908644,32.7884129086444
2,2005,1,5,51,297.81424,0.456703209151161,307.650344779433,34.5003447794327
2,2005,2,5,51,294.5909,-0.630572233830296,303.10739574317,29.95739574317
2,2005,3,5,51,296.76324,0.102186933929343,306.16907397427,33.0190739742703
2,2005,4,5,51,296.1299,-0.111447069637717,305.27644975758,32.12644975758
2,2005,5,5,51,294.91983,-0.519619771024664,303.570986995256,30.4209869952557
2,2005,6,5,51,296.34027,-0.0404864713328657,305.572943515222,32.4229435152222
2,2005,7,5,51,295.14166,-0.444793562335358,303.883632383181,30.7336323831807
2,2005,8,5,51,296.1284,-0.111953039583331,305.274335669847,32.1243356698467
2,2005,9,5,51,297.87924,0.478628573460788,307.741955247878,34.5919552478775
2,2005,10,5,51,297.6689,0.407678094554843,307.44550377199,34.29550377199
2,2005,11,5,51,296.05725,-0.135952880669943,305.174057441695,32.0240574416951
2,2005,12,5,51,295.4239,-0.349590257369984,304.281419131087,31.1314191310865
2,2005,13,5,51,294.98868,-0.496395750521313,303.668023622216,30.5180236222161
2,2005,14,5,51,296.38998,-0.0237186273354552,305.643004382705,32.4930043827052
2,2005,15,5,51,294.0532,-0.811945593665466,302.349565760358,29.1995657603576
2,2005,16,5,51,294.22223,-0.754929527061516,302.587795260069,29.437795260069
2,2005,17,5,51,295.94788,-0.172844835970623,305.019912258098,31.8699122580979
2,2005,18,5,51,295.8905,-0.192199872956576,304.939041355338,31.7890413553384
2,2005,19,5,51,299.49857,1.02485011480708,310.024225707367,36.8742257073672
2,2005,20,5,51,294.01495,-0.824847827278441,302.295656523157,29.1456565231574
2,2005,21,5,51,296.26224,-0.0668070279033158,305.462968671334,32.3129686713338
2,2005,22,5,51,294.02948,-0.819946665072004,302.316134986334,29.1661349863343
2,2005,23,5,51,296.46265,0.000793929962713802,305.745424886427,32.5954248864266
2,2005,24,5,51,300.05084,1.21113812938059,310.802590529029,37.6525905290295
2,2005,25,5,51,NA,NA,NA,NA
2,2005,26,5,51,NA,NA,NA,NA
2,2005,27,5,51,NA,NA,NA,NA
2,2005,28,5,51,NA,NA,NA,NA
2,2005,29,5,51,NA,NA,NA,NA
2,2005,30,5,51,NA,NA,NA,NA
2,2005,31,5,51,NA,NA,NA,NA
2,2005,32,5,51,NA,NA,NA,NA
2,2005,33,5,51,NA,NA,NA,NA
2,2005,34,5,51,NA,NA,NA,NA
2,2005,35,5,51,NA,NA,NA,NA
2,2005,36,5,51,NA,NA,NA,NA
2,2005,37,5,51,NA,NA,NA,NA
2,2005,38,5,51,NA,NA,NA,NA
2,2005,39,5,51,NA,NA,NA,NA
2,2005,40,5,51,NA,NA,NA,NA
2,2005,41,5,51,NA,NA,NA,NA
2,2005,42,5,51,NA,NA,NA,NA
2,2005,43,5,51,NA,NA,NA,NA
2,2005,44,5,51,NA,NA,NA,NA
2,2005,45,5,51,NA,NA,NA,NA
2,2005,46,5,51,NA,NA,NA,NA
2,2005,47,5,51,NA,NA,NA,NA
2,2005,48,5,51,NA,NA,NA,NA
2,2005,49,5,51,NA,NA,NA,NA
2,2005,50,5,51,NA,NA,NA,NA
2,2006,0,5,51,296.64212,0.0613315473880741,305.998368436762,32.848368436762
2,2006,1,5,51,296.56174,0.0342183045694947,305.885081522091,32.7350815220913
2,2006,2,5,51,299.1375,0.903056402633588,309.515336602115,36.3653366021151
2,2006,3,5,51,294.2534,-0.744415471591815,302.631726003168,29.4817260031678
2,2006,4,5,51,295.82373,-0.214722281802007,304.844936263368,31.6949362633683
2,2006,5,5,51,297.82373,0.459904312340377,307.663719907826,34.5137199078257
2,2006,6,5,51,298.8307,0.799568683092143,309.082935191055,35.9329351910553
2,2006,7,5,51,297.31522,0.288377127646704,306.947030072304,33.7970300723042
2,2006,8,5,51,297.53317,0.361894560743362,307.254207019959,34.1042070199589
2,2006,9,5,51,294.4512,-0.677694901431143,302.910503705605,29.7605037056046
2,2006,10,5,51,295.80826,-0.219940518507696,304.823132971878,31.6731329718784
2,2006,11,5,51,294.82678,-0.55100677331714,303.439843086197,30.2898430861973
2,2006,12,5,51,295.82217,-0.215248490545432,304.842737612126,31.6927376121256
2,2006,13,5,51,296.7279,0.0902662820108408,306.119266067273,32.9692660672728
2,2006,14,5,51,298.96594,0.845186933388055,309.273541341094,36.1235413410935
2,2006,15,5,51,295.9064,-0.186836591533129,304.961450685312,31.8114506853119
2,2006,16,5,51,300.0154,1.19918374613239,310.75264168285,37.6026416828497
2,2006,17,5,51,295.4574,-0.338290261918098,304.328633757131,31.1786337571312
2,2006,18,5,51,296.1197,-0.114887665267842,305.262073960993,32.1120739609933
2,2006,19,5,51,293.51535,-0.993369550495204,301.591524368772,28.4415243687719
2,2006,20,5,51,295.59033,-0.293451205338429,304.51598421206,31.36598421206
2,2006,21,5,51,296.42108,-0.0132281837965285,305.686836468377,32.5368364683766
2,2006,22,5,51,298.891,0.81990867490555,309.167921517936,36.0179215179357
2,2006,23,5,51,296.5973,0.0462131654133572,305.93519949529,32.7851994952898
2,2006,24,5,51,298.8029,0.790191373433579,309.043754098397,35.8937540983974
2,2006,25,5,51,NA,NA,NA,NA
2,2006,26,5,51,NA,NA,NA,NA
2,2006,27,5,51,NA,NA,NA,NA
2,2006,28,5,51,NA,NA,NA,NA
2,2006,29,5,51,NA,NA,NA,NA
2,2006,30,5,51,NA,NA,NA,NA
2,2006,31,5,51,NA,NA,NA,NA
2,2006,32,5,51,NA,NA,NA,NA
2,2006,33,5,51,NA,NA,NA,NA
2,2006,34,5,51,NA,NA,NA,NA
2,2006,35,5,51,NA,NA,NA,NA
2,2006,36,5,51,NA,NA,NA,NA
2,2006,37,5,51,NA,NA,NA,NA
2,2006,38,5,51,NA,NA,NA,NA
2,2006,39,5,51,NA,NA,NA,NA
2,2006,40,5,51,NA,NA,NA,NA
2,2006,41,5,51,NA,NA,NA,NA
2,2006,42,5,51,NA,NA,NA,NA
2,2006,43,5,51,NA,NA,NA,NA
2,2006,44,5,51,NA,NA,NA,NA
2,2006,45,5,51,NA,NA,NA,NA
2,2006,46,5,51,NA,NA,NA,NA
2,2006,47,5,51,NA,NA,NA,NA
2,2006,48,5,51,NA,NA,NA,NA
2,2006,49,5,51,NA,NA,NA,NA
2,2006,50,5,51,NA,NA,NA,NA
2,2007,0,5,51,296.32358,-0.0461162302609781,305.549420765709,32.3994207657092
2,2007,1,5,51,298.72687,0.764545443457255,308.936598038153,35.7865980381533
2,2007,2,5,51,295.78775,-0.226858814230627,304.794226345604,31.6442263456045
2,2007,3,5,51,294.4617,-0.674153111811883,302.925302319738,29.775302319738
2,2007,4,5,51,300.43213,1.33975231642086,311.339977536927,38.189977536927
2,2007,5,5,51,294.48315,-0.666917741589701,302.955533774325,29.8055337743249
2,2007,6,5,51,297.563,0.371956616394997,307.296249178016,34.146249178016
2,2007,7,5,51,295.91177,-0.185025219127866,304.969019119397,31.8190191193972
2,2007,8,5,51,296.72427,0.0890418347424768,306.114149974958,32.964149974958
2,2007,9,5,51,297.39206,0.314296281393656,307.055327739924,33.9053277399242
2,2007,10,5,51,296.93335,0.159567298894131,306.40882561715,33.2588256171497
2,2007,11,5,51,297.5932,0.382143477966559,307.338812811047,34.1888128110473
2,2007,12,5,51,295.53574,-0.311865138225551,304.439045512485,31.2890455124846
2,2007,13,5,51,298.96536,0.844991291675749,309.272723893837,36.1227238938366
2,2007,14,5,51,298.67917,0.748455599186952,308.869370048233,35.719370048233
2,2007,15,5,51,297.37933,0.310002283121929,307.037386182027,33.8873861820272
2,2007,16,5,51,296.07156,-0.131125927388865,305.194225838671,32.0442258386711
2,2007,17,5,51,295.86646,-0.200308884618153,304.905159575932,31.7551595759321
2,2007,18,5,51,300.02747,1.20325511762804,310.769653042144,37.619653042144
2,2007,19,5,51,296.36176,-0.0332376085787962,305.603231345482,32.453231345482
2,2007,20,5,51,295.16446,-0.437102819162129,303.915766516728,30.7657665167275
2,2007,21,5,51,297.15674,0.234919716326863,306.723669656317,33.5736696563173
2,2007,22,5,51,296.09143,-0.124423512176052,305.222230454179,32.0722304541789
2,2007,23,5,51,296.38876,-0.0241301495578785,305.641284924682,32.4912849246821
2,2007,24,5,51,296.92697,0.157415240058805,306.399833697324,33.2498336973238
2,2007,25,5,51,NA,NA,NA,NA
2,2007,26,5,51,NA,NA,NA,NA
2,2007,27,5,51,NA,NA,NA,NA
2,2007,28,5,51,NA,NA,NA,NA
2,2007,29,5,51,NA,NA,NA,NA
2,2007,30,5,51,NA,NA,NA,NA
2,2007,31,5,51,NA,NA,NA,NA
2,2007,32,5,51,NA,NA,NA,NA
2,2007,33,5,51,NA,NA,NA,NA
2,2007,34,5,51,NA,NA,NA,NA
2,2007,35,5,51,NA,NA,NA,NA
2,2007,36,5,51,NA,NA,NA,NA
2,2007,37,5,51,NA,NA,NA,NA
2,2007,38,5,51,NA,NA,NA,NA
2,2007,39,5,51,NA,NA,NA,NA
2,2007,40,5,51,NA,NA,NA,NA
2,2007,41,5,51,NA,NA,NA,NA
2,2007,42,5,51,NA,NA,NA,NA
2,2007,43,5,51,NA,NA,NA,NA
2,2007,44,5,51,NA,NA,NA,NA
2,2007,45,5,51,NA,NA,NA,NA
2,2007,46,5,51,NA,NA,NA,NA
2,2007,47,5,51,NA,NA,NA,NA
2,2007,48,5,51,NA,NA,NA,NA
2,2007,49,5,51,NA,NA,NA,NA
2,2007,50,5,51,NA,NA,NA,NA
2,2008,0,5,51,297.80374,0.453161419531921,307.635546165299,34.4855461652994
2,2008,1,5,51,298.36105,0.641149493122658,308.421014321746,35.2710143217456
2,2008,2,5,51,295.94528,-0.173721850542999,305.01624783936,31.8662478393602
2,2008,3,5,51,296.13263,-0.110526204336718,305.280297397255,32.1302973972547
2,2008,4,5,51,298.26895,0.610082938462415,308.291209334918,35.1412093349184
2,2008,5,5,51,296.60873,0.0500686563988679,305.951308843818,32.8013088438178
2,2008,6,5,51,295.48947,-0.327472624481033,304.37383295287,31.2238329528701
2,2008,7,5,51,297.6773,0.410511526250239,307.457342663297,34.3073426632967
2,2008,8,5,51,295.39893,-0.358012970397851,304.246226617285,31.0962266172855
2,2008,9,5,51,295.19443,-0.426993539648908,303.95800598964,30.8080059896398
2,2008,10,5,51,298.13547,0.565058359569345,308.103083714487,34.9530837144873
2,2008,11,5,51,295.32477,-0.383028124508652,304.141706119749,30.991706119749
2,2008,12,5,51,295.37708,-0.365383265938866,304.21543140597,31.0654314059698
2,2008,13,5,51,295.70566,-0.254548862787199,304.678529370918,31.5285293709177
2,2008,14,5,51,294.15475,-0.777691428347895,302.492689499905,29.3426894999049
2,2008,15,5,51,296.62357,0.0550743857274019,305.97222421846,32.8222242184596
2,2008,16,5,51,296.81558,0.119841911898054,306.242841542246,33.0928415422458
2,2008,17,5,51,293.80038,-0.897225141431,301.993243319862,28.8432433198618
2,2008,18,5,51,298.00824,0.522141988782978,307.923766792945,34.7737667929451
2,2008,19,5,51,295.893,-0.191356589713899,304.942564834894,31.792564834894
2,2008,20,5,51,299.70044,1.09294355008685,310.308739634521,37.1587396345205
2,2008,21,5,51,295.62527,-0.281665478738759,304.565228362329,31.4152283623287
2,2008,22,5,51,296.28717,-0.0583978074073366,305.498104809462,32.3481048094619
2,2008,23,5,51,298.2463,0.602442792283753,308.259286610145,35.1092866101449
2,2008,24,5,51,296.05927,-0.135271507809853,305.176904413176,32.0269044131761
2,2008,25,5,51,NA,NA,NA,NA
2,2008,26,5,51,NA,NA,NA,NA
2,2008,27,5,51,NA,NA,NA,NA
2,2008,28,5,51,NA,NA,NA,NA
2,2008,29,5,51,NA,NA,NA,NA
2,2008,30,5,51,NA,NA,NA,NA
2,2008,31,5,51,NA,NA,NA,NA
2,2008,32,5,51,NA,NA,NA,NA
2,2008,33,5,51,NA,NA,NA,NA
2,2008,34,5,51,NA,NA,NA,NA
2,2008,35,5,51,NA,NA,NA,NA
2,2008,36,5,51,NA,NA,NA,NA
2,2008,37,5,51,NA,NA,NA,NA
2,2008,38,5,51,NA,NA,NA,NA
2,2008,39,5,51,NA,NA,NA,NA
2,2008,40,5,51,NA,NA,NA,NA
2,2008,41,5,51,NA,NA,NA,NA
2,2008,42,5,51,NA,NA,NA,NA
2,2008,43,5,51,NA,NA,NA,NA
2,2008,44,5,51,NA,NA,NA,NA
2,2008,45,5,51,NA,NA,NA,NA
2,2008,46,5,51,NA,NA,NA,NA
2,2008,47,5,51,NA,NA,NA,NA
2,2008,48,5,51,NA,NA,NA,NA
2,2008,49,5,51,NA,NA,NA,NA
2,2008,50,5,51,NA,NA,NA,NA
2,2009,0,5,51,295.40207,-0.356953806645056,304.250652107607,31.1006521076072
2,2009,1,5,51,295.74103,-0.24261809146979,304.72837955967,31.5783795596699
2,2009,2,5,51,300.6936,1.42794962420607,311.708491216685,38.5584912166852
2,2009,3,5,51,293.75906,-0.911162926865996,301.935007249767,28.7850072497673
2,2009,4,5,51,296.3782,-0.0276921779749497,305.626401747039,32.4764017470394
2,2009,5,5,51,295.55786,-0.304403768094327,304.470221259592,31.3202212595923
2,2009,6,5,51,296.31165,-0.0501403778950397,305.53260672127,32.3826067212701
2,2009,7,5,51,298.5535,0.706065437144011,308.692251777934,35.5422517779335
2,2009,8,5,51,295.7974,-0.223603740913901,304.807826976689,31.6578269766889
2,2009,9,5,51,296.242,-0.0736342490360371,305.434442580852,32.2844425808519
2,2009,10,5,51,299.48422,1.02000966899411,310.004000934718,36.8540009347182
2,2009,11,5,51,296.3641,-0.0324482954636484,305.606529322346,32.456529322346
2,2009,12,5,51,296.7821,0.108548662712112,306.195655104038,33.0456551040376
2,2009,13,5,51,296.68817,0.0768648247182148,306.063270930176,32.9132709301757
2,2009,14,5,51,298.8533,0.807191963605956,309.114787446238,35.9647874462377
2,2009,15,5,51,296.07214,-0.130930285676559,305.195043285928,32.045043285928
2,2009,16,5,51,296.55743,0.0327644842591262,305.879007043337,32.7290070433374
2,2009,17,5,51,295.4561,-0.338728769204296,304.326801547762,31.1768015477623
2,2009,18,5,51,294.253,-0.744550396910648,302.631162246439,29.4811622464389
2,2009,19,5,51,297.12964,0.225778525976227,306.685475137935,33.535475137935
2,2009,20,5,51,295.92496,-0.180576056739494,304.987608997532,31.8376089975325
2,2009,21,5,51,297.0044,0.183533408651025,306.508962906119,33.358962906119
2,2009,22,5,51,295.5414,-0.309955944964117,304.447022670198,31.2970226701984
2,2009,23,5,51,298.90417,0.824351091027978,309.186483208234,36.0364832082345
2,2009,24,5,51,295.96725,-0.166311077406361,305.047212177694,31.8972121776945
2,2009,25,5,51,NA,NA,NA,NA
2,2009,26,5,51,NA,NA,NA,NA
2,2009,27,5,51,NA,NA,NA,NA
2,2009,28,5,51,NA,NA,NA,NA
2,2009,29,5,51,NA,NA,NA,NA
2,2009,30,5,51,NA,NA,NA,NA
2,2009,31,5,51,NA,NA,NA,NA
2,2009,32,5,51,NA,NA,NA,NA
2,2009,33,5,51,NA,NA,NA,NA
2,2009,34,5,51,NA,NA,NA,NA
2,2009,35,5,51,NA,NA,NA,NA
2,2009,36,5,51,NA,NA,NA,NA
2,2009,37,5,51,NA,NA,NA,NA
2,2009,38,5,51,NA,NA,NA,NA
2,2009,39,5,51,NA,NA,NA,NA
2,2009,40,5,51,NA,NA,NA,NA
2,2009,41,5,51,NA,NA,NA,NA
2,2009,42,5,51,NA,NA,NA,NA
2,2009,43,5,51,NA,NA,NA,NA
2,2009,44,5,51,NA,NA,NA,NA
2,2009,45,5,51,NA,NA,NA,NA
2,2009,46,5,51,NA,NA,NA,NA
2,2009,47,5,51,NA,NA,NA,NA
2,2009,48,5,51,NA,NA,NA,NA
2,2009,49,5,51,NA,NA,NA,NA
2,2009,50,5,51,NA,NA,NA,NA
2,2010,0,5,51,296.03397,-0.14380553422576,305.141246800074,31.9912468000736
2,2010,1,5,51,297.41934,0.323498188137746,307.093775948835,33.9437759488346
2,2010,2,5,51,295.17426,-0.433797148850836,303.929578556585,30.7795785565854
2,2010,3,5,51,300.2537,1.27956550482445,311.088499754087,37.9384997540868
2,2010,4,5,51,296.23703,-0.0753106961224858,305.427437903495,32.2774379034954
2,2010,5,5,51,298.78864,0.785381285817332,309.023656171012,35.8736561710124
2,2010,6,5,51,295.27386,-0.400200744462542,304.069953982079,30.9199539820793
2,2010,7,5,51,297.50058,0.350901520391822,307.208274940472,34.0582749404725
2,2010,8,5,51,295.03326,-0.481358323737881,303.730854309651,30.5808543096511
2,2010,9,5,51,296.9098,0.151623570748105,306.375634439736,33.2256344397362
2,2010,10,5,51,295.96347,-0.167586121669292,305.041884676606,31.8918846766064
2,2010,11,5,51,297.16113,0.236400521701006,306.729856886417,33.579856886417
2,2010,12,5,51,295.31064,-0.387794361396276,304.121791413301,30.9717914133009
2,2010,13,5,51,297.56033,0.371055989891828,307.292486101851,34.1424861018506
2,2010,14,5,51,298.0469,0.535182520847748,307.978253880792,34.8282538807924
2,2010,15,5,51,295.95428,-0.170686030869372,305.02893236576,31.8789323657602
2,2010,16,5,51,300.9525,1.5152800368178,312.07338275946,38.9233827594602
